Date,Output,CC index Cent per pound,Cotlook_A_index,CEPEA/ESALQ Cotton Price Index Brazil
1/28/20,70.68,,78.6,66.29
1/27/20,70.48,,78.55,66.12
1/24/20,71.48,,79.05,65.99
1/23/20,71.81,91.50,80.2,65.81
1/22/20,71.52,91.43,78.4,65.36
1/21/20,71.96,91.60,80.2,64.06
1/20/20,72.51,91.39,80.2,64.12
1/17/20,72.35,91.37,79.2,64.71
1/16/20,72.34,91.05,79.2,64.47
1/15/20,73.08,91.03,80.2,64.23
1/14/20,73.36,91.42,80.2,65.14
1/13/20,73.65,90.45,79.9,64.35
1/10/20,72.94,89.91,79.2,64.59
1/9/20,71.50,89.99,78.5,64.24
1/8/20,70.93,89.95,78.5,64.55
1/7/20,70.97,89.55,78.75,65.44
1/6/20,70.43,88.95,78.05,65.27
1/3/20,70.30,88.33,78.1,65.99
1/2/20,70.72,88.06,77.85,66.48
12/31/19,70.35,86.50,78.35,
12/30/19,70.15,86.24,77.85,66.6
12/27/19,70.01,85.66,77.65,66.07
12/24/19,69.83,85.58,77.65,
12/23/19,70.20,85.61,77.15,65.5
12/20/19,70.07,85.69,76.65,65.24
12/19/19,69.89,85.75,75.9,65.52
12/18/19,69.77,85.13,75.7,65.17
12/17/19,69.86,84.81,76.2,65.66
12/16/19,69.84,84.81,75.95,65.79
12/13/19,69.93,84.64,76.4,64.51
12/12/19,69.55,84.48,75.35,65.27
12/11/19,69.55,84.33,75.35,64.01
12/10/19,69.64,84.26,74.85,63.56
12/9/19,69.79,84.06,75.35,64.05
12/6/19,69.10,84.12,73.9,63.28
12/5/19,69.02,84.07,74.15,62.76
12/4/19,68.61,84.05,73.5,63.05
12/3/19,68.64,84.19,74.15,62.79
12/2/19,68.75,84.35,74.55,62.91
11/29/19,68.49,84.42,75,62.54
11/28/19,68.61,84.42,75.1,62.71
11/27/19,69.13,84.55,75.1,61.31
11/26/19,68.82,84.28,74.95,61.36
11/25/19,68.50,84.25,74.1,60.92
11/22/19,68.16,84.27,73.25,61.02
11/21/19,68.11,84.52,73.4,60.93
11/20/19,68.24,84.57,74.4,60.32
11/19/19,68.25,84.63,75,60.66
11/18/19,68.30,84.81,75.5,60.46
11/15/19,68.36,84.63,74.9,
11/14/19,68.00,84.81,74.9,61.04
11/13/19,68.07,84.89,75.4,61.47
11/12/19,68.50,84.65,75,61
11/11/19,69.21,84.45,75.95,61.56
11/8/19,69.99,84.19,75.4,60.65
11/7/19,70.41,84.12,74.7,61.58
11/6/19,70.66,84.11,74.95,61.84
11/5/19,71.04,83.68,74.7,63.23
11/4/19,71.14,83.49,75.05,62.71
11/1/19,70.74,83.45,75.25,62.75
10/31/19,,83.29,76.45,62.27
10/30/19,,82.66,75.45,62.21
10/29/19,,82.38,75.5,62.25
10/28/19,,82.06,75.5,62.01
10/25/19,70.67,82.01,75.25,61.96
10/24/19,70.36,81.95,75.5,61.7
10/23/19,70.46,81.95,75.2,62.17
10/22/19,70.26,81.72,75.2,61.23
10/21/19,70.23,81.86,75.7,60.6
10/18/19,70.41,81.95,75.45,61.07
10/17/19,70.39,81.70,75,60.1
10/16/19,70.02,81.39,74,60.32
10/15/19,72.51,81.17,72.8,59.63
10/14/19,73.00,80.99,74.25,60.39
10/11/19,72.86,80.30,71.75,60.3
10/10/19,72.90,80.15,72.5,60.05
10/9/19,72.90,80.15,71.75,60.33
10/8/19,73.22,80.11,72.25,60.16
10/7/19,73.40,79.98,72.25,59.81
10/4/19,73.90,79.97,72.25,60.3
10/3/19,73.99,80.26,71.95,60.22
10/2/19,73.96,80.14,71.7,59.49
10/1/19,74.41,80.21,71.7,59.26
9/30/19,74.90,80.38,71.8,59.3
9/27/19,74.33,80.36,71.15,59.12
9/26/19,73.63,81.97,71.4,58.9
9/25/19,73.39,82.38,71.4,58.93
9/24/19,73.87,83.02,71.95,58.87
9/23/19,74.39,83.33,71.45,58.27
9/20/19,74.92,83.69,71.25,58.31
9/19/19,74.52,83.55,71.5,58.92
9/18/19,74.79,83.62,72.4,59.38
9/17/19,74.48,83.54,73.7,60.15
9/16/19,74.77,83.86,73.65,60
9/13/19,75.31,83.14,73.55,59.94
9/12/19,74.63,83.09,70.9,60.49
9/11/19,74.00,82.69,70.9,59.85
9/10/19,73.95,82.65,70.6,59.24
9/9/19,73.86,82.27,70.15,59.53
9/6/19,73.84,82.12,70.65,59.69
9/5/19,73.54,82.03,69.65,59.68
9/4/19,73.25,82.12,69.2,59.53
9/3/19,73.32,81.88,70.15,58.6
9/2/19,74.79,82.24,70.15,58.45
8/30/19,75.42,83.03,70.35,59.46
8/29/19,75.17,83.16,70.1,58.75
8/28/19,75.38,83.53,69.3,58.97
8/27/19,75.87,84.05,69.3,58.79
8/23/19,76.30,87.15,70.3,59.43
8/22/19,76.58,87.25,71.2,60.13
8/21/19,76.67,87.45,70.5,61.06
8/20/19,76.43,87.57,70.5,60.74
8/19/19,76.46,87.42,71.4,60.39
8/16/19,76.31,87.27,70.9,61.26
8/15/19,75.55,87.24,70.9,61.18
8/14/19,75.38,87.44,70.9,60.48
8/13/19,74.70,87.29,69.6,61.51
8/12/19,75.25,87.76,70.35,61.25
8/9/19,75.16,87.46,71,62.3
8/8/19,75.00,88.90,70.3,62.5
8/7/19,74.44,89.58,70.3,61.97
8/6/19,74.16,90.05,70,62.2
8/5/19,74.32,92.22,70.9,62.3
8/2/19,78.12,92.58,73.4,63.59
8/1/19,79.64,92.77,74.8,64.79
7/31/19,80.41,92.87,74.85,65.62
7/30/19,80.88,92.88,75.6,65.6
7/29/19,81.31,92.80,75.85,66.26
7/26/19,81.58,92.73,75.4,66.31
7/25/19,81.59,92.70,75.4,65.81
7/24/19,81.48,92.73,74.9,66.44
7/23/19,81.71,92.83,74.45,67.25
7/22/19,81.84,92.54,74.2,68.62
7/19/19,81.79,92.52,72.95,68.57
7/18/19,81.89,92.88,73.7,69.28
7/17/19,81.87,93.03,74.2,68.81
7/16/19,81.99,93.40,74.95,69.91
7/15/19,82.02,93.24,73.65,70.28
7/12/19,81.74,93.40,74.05,71.15
7/11/19,82.12,93.38,74.8,71.23
7/10/19,82.17,93.67,74.3,71.72
7/9/19,82.38,94.26,76.65,70.82
7/8/19,82.60,94.41,77.85,70.61
7/5/19,83.54,#N/A,78.35,70.68
7/4/19,83.73,94.41,78.35,71.36
7/3/19,83.51,94.30,78.35,71.07
7/2/19,83.77,94.24,77.6,70.1
7/1/19,84.02,,77,70.47
6/28/19,83.83,93.61,77,70.39
6/27/19,83.69,93.70,77.2,70.39
6/26/19,83.40,93.76,76.45,70.29
6/25/19,83.36,93.04,76.4,70.77
6/24/19,83.53,93.03,76.4,71.56
6/21/19,83.56,92.73,76.85,72.27
6/20/19,84.06,92.49,77.9,
6/19/19,83.68,92.22,77.5,71.5
6/18/19,83.38,92.27,77,71.73
6/17/19,83.14,92.35,77.05,71.05
6/14/19,83.44,92.05,77.8,71.83
6/13/19,83.70,92.34,77.5,72.31
6/12/19,83.72,92.05,76.5,72.69
6/11/19,83.79,92.01,76.85,73
6/10/19,83.62,92.00,76.35,72.48
6/7/19,84.30,92.13,79.35,72.55
6/6/19,84.65,92.60,79.6,72.53
6/5/19,84.94,94.04,79.85,72.73
6/4/19,84.66,94.64,80.35,73.87
6/3/19,84.57,95.33,79.1,73.26
5/31/19,84.50,95.88,80.35,72.73
5/30/19,84.36,95.73,80.1,72.05
5/29/19,84.78,95.84,80.6,71.75
5/28/19,84.67,95.95,79.5,71.17
5/24/19,82.41,95.97,78.5,70.93
5/23/19,81.47,96.42,77.75,70.26
5/22/19,81.87,97.49,78.3,70.58
5/21/19,81.91,98.05,78.8,70.14
5/20/19,81.51,98.43,76.6,69.46
5/17/19,80.77,98.69,77.35,69.06
5/16/19,80.90,99.53,76.85,70.1
5/15/19,80.01,100.95,77.35,71.47
5/14/19,79.61,102.50,76,71.75
5/13/19,80.86,103.70,79,71.79
5/10/19,82.86,105.02,80.7,72.84
5/9/19,83.28,105.09,81.9,73.33
5/8/19,83.83,105.15,82.75,73.62
5/7/19,84.35,105.18,83.15,72.89
5/3/19,84.97,,84.95,74.04
5/2/19,85.08,,86.2,73.37
5/1/19,84.92,,86.2,
4/30/19,85.29,105.59,86.55,74.62
4/29/19,84.74,105.71,87.2,73.64
4/26/19,84.56,106.05,87.7,73.66
4/25/19,84.09,106.39,86.45,73.39
4/24/19,84.73,106.15,87.2,72.47
4/23/19,85.22,106.22,87.75,73.84
4/18/19,85.82,106.06,88.25,73.85
4/17/19,85.52,105.80,87.75,73.92
4/16/19,85.24,105.85,86.25,74.42
4/15/19,85.83,105.81,87.7,74.66
4/12/19,85.34,105.67,86.7,74.37
4/11/19,85.62,105.65,87.2,75.55
4/10/19,85.66,105.65,87.7,76.24
4/9/19,85.81,105.73,88.35,75.76
4/8/19,85.16,105.52,87.8,75.92
4/5/19,85.73,,86.9,75.48
4/4/19,84.86,105.68,86.65,75.98
4/3/19,85.22,105.23,86.9,75.34
4/2/19,84.27,105.41,86.9,75.69
4/1/19,83.54,105.58,87.05,74.98
3/29/19,82.57,105.67,85.3,74.35
3/28/19,82.62,105.60,86.3,74.52
3/27/19,83.46,105.84,87.3,73.62
3/26/19,83.20,105.90,87.05,75.3
3/25/19,82.74,105.62,85.8,75.4
3/22/19,82.81,105.56,86.4,74.2
3/21/19,82.13,105.53,84.65,76.59
3/20/19,82.13,105.33,84.65,76.85
3/19/19,82.05,105.57,84.15,76.32
3/18/19,82.76,105.48,84.35,76.73
3/15/19,80.61,105.13,83.05,76.11
3/14/19,80.40,105.11,84.3,75.38
3/13/19,79.92,105.11,83.35,76.36
3/12/19,79.27,105.16,81.55,76.24
3/11/19,78.79,105.22,81.75,75.83
3/8/19,78.03,105.18,81.25,74.79
3/7/19,78.29,105.16,82.25,74.18
3/6/19,77.71,105.29,82.65,75.77
3/5/19,77.11,105.39,81.15,
3/4/19,76.57,105.08,81.9,
3/1/19,76.12,105.21,80.85,76.66
2/28/19,76.14,104.82,80.35,77.54
2/27/19,75.43,104.70,80.1,77.63
2/26/19,75.78,104.73,81.1,77.54
2/25/19,76.04,104.14,81.25,77.37
2/22/19,76.05,103.94,82.25,77.54
2/21/19,75.58,103.79,80.3,76.99
2/20/19,75.63,103.75,80.3,77.82
2/19/19,75.39,103.93,80.05,78.43
2/18/19,75.30,103.74,80.05,78.04
2/15/19,75.97,103.46,79.95,78.6
2/14/19,75.94,106.28,79.65,78.06
2/13/19,76.25,104.27,79.4,77.71
2/12/19,76.79,104.28,79.9,78.71
2/11/19,76.75,104.29,81.8,77.48
2/8/19,76.51,,82.05,78.46
2/7/19,76.34,,82.85,78.88
2/6/19,76.15,,82.65,78.76
2/5/19,75.96,,82.25,79.62
2/4/19,76.06,,83,79.56
2/1/19,77.02,104.27,83.75,79.58
1/31/19,77.37,104.21,83.7,79.93
1/30/19,77.42,103.59,83.55,78.23
1/29/19,77.25,103.54,83.35,78.38
1/28/19,77.35,103.29,83.6,77.6
1/25/19,77.18,103.43,82.6,77.49
1/24/19,77.29,103.66,83,77.27
1/23/19,77.19,103.64,82.55,77.42
1/22/19,77.25,103.89,83.3,76.98
1/21/19,77.51,103.70,83.3,77.81
1/18/19,77.53,103.46,83.8,77.8
1/17/19,77.13,103.37,82.9,78.12
1/16/19,76.66,102.92,81.9,78.33
1/15/19,77.07,102.39,82.45,78.29
1/14/19,77.44,101.84,82.15,79.37
1/11/19,78.02,101.84,82.4,79.13
1/10/19,78.47,101.50,82.6,78.98
1/9/19,78.50,101.42,81.05,80.19
1/8/19,78.90,101.55,81.9,79.71
1/7/19,79.84,101.27,81.5,79.88
1/4/19,79.43,101.27,79.7,80.46
1/3/19,78.80,101.51,79.65,79.37
1/2/19,79.20,101.07,80.85,79.38
12/31/18,79.72,,80.8,
12/28/18,78.81,101.37,80.55,78.48
12/27/18,78.72,101.30,81.95,78.3
12/24/18,78.41,101.41,81.65,
12/21/18,79.66,101.37,83.4,78.41
12/20/18,80.82,101.21,85.05,79.07
12/19/18,80.21,101.57,86.05,78.57
12/18/18,80.50,101.60,86.8,77.62
12/17/18,79.80,101.31,87.8,77.23
12/14/18,79.16,101.15,87.75,76.74
12/13/18,79.57,101.68,88.25,77.74
12/12/18,79.64,101.55,88.3,77.91
12/11/18,80.09,101.94,88.25,76.21
12/10/18,80.49,102.22,88.5,75.77
12/7/18,80.00,101.52,87.25,76.42
12/6/18,80.36,100.56,89.2,75.59
12/5/18,80.31,100.81,87.8,76.07
12/4/18,80.46,100.65,87.8,76.08
12/3/18,80.67,100.66,86.8,76.9
11/30/18,80.78,100.82,86.55,75.92
11/29/18,80.73,100.75,86.8,76.25
11/28/18,80.14,100.99,85.85,76.6
11/27/18,79.87,101.08,86.4,75.19
11/26/18,79.58,101.17,85.25,75.05
11/23/18,81.48,101.36,86.75,76.38
11/22/18,81.75,101.42,86.75,76.8
11/21/18,80.70,101.65,85.5,77.43
11/20/18,81.42,101.52,86.05,78.02
11/19/18,81.73,101.58,86.3,77.88
11/16/18,82.14,101.52,86.3,78.72
11/15/18,81.90,101.64,86.3,
11/14/18,81.33,101.97,85.55,77.27
11/13/18,80.69,102.26,86.05,76.61
11/12/18,80.44,102.32,87.4,77.93
11/9/18,,102.24,88.35,78.05
11/8/18,,102.76,88.35,78.15
11/7/18,79.89,102.41,86.85,77.92
11/6/18,80.23,101.71,88.35,77.74
11/5/18,80.27,102.05,88.35,78.1
11/2/18,81.73,102.39,88.6,
11/1/18,80.43,102.85,86.4,79.01
10/31/18,80.13,102.83,86.4,78.92
10/30/18,80.35,102.90,86.65,79.25
10/29/18,80.96,103.27,87.75,79.07
10/26/18,81.46,103.39,86.8,81.24
10/25/18,81.31,103.73,86.25,80.18
10/24/18,81.80,103.74,88.25,79.38
10/23/18,81.61,103.94,89.25,80.92
10/22/18,81.01,104.23,87.25,81.07
10/19/18,81.00,104.28,87.25,81.03
10/18/18,80.44,104.30,87.25,81.14
10/17/18,80.95,104.98,87.75,82.12
10/16/18,81.53,104.66,88.05,82.43
10/15/18,81.42,104.71,87.65,82.44
10/12/18,80.39,104.64,86.15,
10/11/18,79.45,105.92,86.15,81.52
10/10/18,79.00,105.98,86.35,82.58
10/9/18,78.82,106.16,86.85,84.4
10/8/18,78.46,106.17,85.4,83.4
10/5/18,78.47,106.25,85.35,81.68
10/4/18,78.56,106.27,85.95,81.02
10/3/18,78.48,106.21,85.8,80.93
10/2/18,78.92,106.49,85.85,80.63
10/1/18,79.01,106.70,86,79.19
9/28/18,81.94,107.18,87.2,78.44
9/27/18,82.17,107.83,87.95,79.51
9/26/18,82.50,108.20,88.45,78.65
9/25/18,82.06,108.19,88.05,77.58
9/24/18,82.11,,88.65,77.87
9/21/18,82.88,108.04,88.1,78.4
9/20/18,82.85,107.89,88.3,77.89
9/19/18,83.11,108.32,88.15,76.72
9/18/18,82.70,108.12,90.8,76.56
9/17/18,83.94,107.88,91.3,76.64
9/14/18,85.24,108.15,91.1,75.81
9/13/18,86.48,108.34,92.15,75.27
9/12/18,85.20,108.46,92.4,75.96
9/11/18,84.76,108.49,93.4,75.88
9/10/18,84.81,108.29,91.7,77.09
9/7/18,85.46,108.59,91,
9/6/18,85.34,108.44,91.55,76.76
9/5/18,85.62,108.21,92.55,76.39
9/4/18,85.83,108.57,92.15,76.37
9/3/18,,108.79,92.15,76.23
8/31/18,86.62,108.77,92.15,77.8
8/30/18,87.12,107.63,92.65,76.08
8/29/18,87.30,108.19,93.3,76.73
8/28/18,87.72,108.13,93.05,76.26
8/24/18,87.88,107.84,91.4,77.56
8/23/18,87.71,107.55,92.15,77.36
8/22/18,88.35,107.42,93.05,78.68
8/21/18,88.35,106.61,92.55,79.42
8/20/18,88.06,107.34,91.35,80.78
8/17/18,87.47,107.27,91.75,81.8
8/16/18,87.74,108.01,90.75,82.39
8/15/18,,108.44,92.9,82.56
8/14/18,88.52,108.12,92.75,83.22
8/13/18,88.65,108.19,95.25,82.65
8/10/18,90.27,107.87,97.3,84.15
8/9/18,90.47,108.13,97.2,85.74
8/8/18,90.73,107.80,97.85,86.69
8/7/18,90.47,107.94,98.25,87.02
8/6/18,90.02,108.10,98,88.04
8/3/18,90.54,108.03,98.75,88.86
8/2/18,90.07,108.13,98.25,87.79
8/1/18,90.61,108.36,99.5,87.85
7/31/18,90.28,108.63,98.7,88.02
7/30/18,89.91,108.23,98,89.21
7/27/18,89.66,108.20,98,90
7/26/18,89.84,108.51,97.95,89.56
7/25/18,89.39,108.40,96.7,90.3
7/24/18,88.83,109.27,96.7,89.37
7/23/18,89.03,109.55,96.95,88.89
7/20/18,89.22,109.80,97.45,89.57
7/19/18,89.32,109.74,97.95,87.72
7/18/18,89.91,110.19,98.2,88.33
7/17/18,89.83,110.01,97.7,87.98
7/16/18,89.97,110.78,97.7,87.95
7/13/18,89.93,111.11,98.45,88.75
7/12/18,89.14,110.66,94.45,88.13
7/11/18,88.59,110.78,96.45,87.76
7/10/18,88.80,110.87,95.6,89.19
7/9/18,88.48,110.72,94.6,87.48
7/6/18,87.41,110.47,92.1,87.07
7/5/18,87.54,111.62,92.85,87.49
7/4/18,87.90,111.63,92.85,88.3
7/3/18,87.82,112.05,92.85,89.87
7/2/18,87.81,112.63,93.75,90.72
6/29/18,87.76,113.29,93.25,92.26
6/28/18,87.82,113.92,94.2,94.28
6/27/18,87.77,114.15,93.95,94.86
6/26/18,87.95,114.50,94.45,97.78
6/25/18,88.50,114.50,94.7,98.88
6/22/18,88.23,115.25,93.6,99.72
6/21/18,88.21,115.32,93.4,99.43
6/20/18,88.45,116.16,93,100.04
6/19/18,87.88,116.35,96.95,100.23
6/18/18,89.24,,98.85,100.18
6/15/18,89.48,116.27,101.45,101.03
6/14/18,89.88,116.22,101.45,98.7
6/13/18,89.31,116.48,101.7,101.35
6/12/18,89.04,116.58,100.65,101.12
6/11/18,89.31,116.24,101.35,100.91
6/8/18,87.06,116.59,101.35,100.78
6/7/18,86.49,116.37,99,95.06
6/6/18,85.79,117.95,97.5,97.23
6/5/18,85.67,119.46,99.6,97.89
6/4/18,85.91,119.51,100.75,99.64
6/1/18,84.86,118.94,100.7,98.83
5/31/18,84.22,118.22,99.95,
5/30/18,84.39,116.46,100.7,99.46
5/29/18,84.00,115.01,96.7,98.44
5/25/18,81.24,114.03,94.95,99.97
5/24/18,80.18,113.93,94.45,100.39
5/23/18,79.91,114.23,94.9,100.29
5/22/18,80.64,113.44,95.9,100.07
5/21/18,79.80,112.10,94.45,97.77
5/18/18,79.08,112.40,93.25,95.6
5/17/18,79.27,112.17,92.5,96.32
5/16/18,78.79,111.19,92.05,97.32
5/15/18,78.03,110.91,92.1,96.88
5/14/18,79.01,110.66,93.1,96.78
5/11/18,79.42,110.78,93.1,96.55
5/10/18,79.80,110.85,94.35,96.83
5/9/18,79.87,110.63,93.95,95.43
5/8/18,80.67,111.10,94.65,95.31
5/4/18,80.25,110.81,93.25,95.12
5/3/18,80.52,110.78,93.5,94.39
5/2/18,80.22,110.68,93.25,93.82
5/1/18,80.04,,93,
4/30/18,80.13,111.23,93.7,94.45
4/27/18,80.52,111.01,93.45,95.7
4/26/18,80.19,111.37,93.2,94.99
4/25/18,79.74,111.73,90.7,93.69
4/24/18,80.83,111.86,93.2,94.22
4/23/18,81.01,111.71,93.8,94.41
4/20/18,80.94,111.91,91.95,94.22
4/19/18,81.17,111.99,91.7,93.78
4/18/18,81.52,111.71,92.2,94.21
4/17/18,81.74,112.12,92.45,93.52
4/16/18,81.74,111.88,92.65,92.4
4/13/18,81.81,111.47,92.95,92.11
4/12/18,81.65,111.53,93.05,91.79
4/11/18,81.47,111.54,92.8,92.46
4/10/18,81.87,111.59,92.4,91.05
4/9/18,81.92,111.88,92.05,90.4
4/6/18,81.51,111.93,92.05,90.44
4/5/18,80.83,,89.05,90.86
4/4/18,80.51,112.18,91.2,90.37
4/3/18,81.16,112.41,90.2,90.21
3/29/18,80.28,111.99,89.95,91.05
3/28/18,80.47,111.82,91.3,89.88
3/27/18,80.33,112.25,91.05,90.2
3/26/18,80.17,112.10,91.05,90.87
3/23/18,80.20,112.24,91.55,90.81
3/22/18,80.17,112.32,91.95,91.07
3/21/18,79.94,112.50,92.45,91.65
3/20/18,79.46,112.65,90.75,90.14
3/19/18,79.89,112.66,92.1,90.22
3/16/18,80.47,112.59,92.85,91.29
3/15/18,80.88,112.65,92.85,90.7
3/14/18,81.39,112.53,92.35,91.3
3/13/18,81.61,112.83,92.6,91.26
3/12/18,81.91,113.07,93.9,91.37
3/9/18,82.25,112.35,94.4,91.49
3/8/18,81.78,112.39,92.2,90.26
3/7/18,82.00,112.10,91.9,90.43
3/6/18,83.09,112.58,94.6,90.84
3/5/18,81.72,112.76,91.45,88.95
3/2/18,,112.84,91.2,87.95
3/1/18,81.76,112.45,92.4,87.4